SalesID;DocumentDate;SalePrice;PropertyID;PropertyType;ym;zhvi_px;zhvi_idx;AdjSalePrice;NbrLivingUnits;SqFtLot;SqMLot;SqFtTotLiving;SqMTotLiving;SqFtFinBasement;SqMFinBasement;Bathrooms;Bedrooms;BldgGrade;YrBuilt;YrRenovated;TrafficNoise;LandVal;ImpsVal;ZipCode;NewConstruction;Image
8265;2006-04-17;300000;2624049065;Single Family;2006-04-01;396500;0.911075367647059;329281;1;6300;585;680;63;0;0;1;1;6;1919;0;2;185000;10000;98118;0;Q39X300NHYIE
8266;2006-06-16;286000;2624049081;Single Family;2006-06-01;404400;0.929227941176471;307782;1;3080;286;980;91;0;0;1;2;6;1941;0;1;157000;179000;98118;0;QH4JI2X8TRES
8267;2007-12-12;380000;2624049101;Single Family;2007-12-01;425200;0.977022058823529;388937;1;4160;386;1320;123;190;18;1;2;6;1925;0;0;189000;180000;98118;0;QI4CZMKDC9LC
8268;2011-06-21;380000;2624049103;Single Family;2011-06-01;315500;0.724954044117647;524171;1;4576;425;1250;116;210;20;1;2;6;1925;0;0;197000;180000;98118;0;QJOA7K1FAP5L
8269;2006-09-01;450000;2624049165;Single Family;2006-09-01;414800;0.953125;472131;1;11750;1092;1580;147;400;37;1.75;3;7;1951;0;0;297000;272000;98118;0;QKW6MYEEB9IA
8270;2012-04-17;310000;2624049169;Single Family;2012-04-01;315200;0.724264705882353;428020;1;6183;574;1890;176;800;74;1.5;3;7;1967;0;0;169000;166000;98118;0;QL3NUHLYJBFU
8271;2008-11-20;480000;2624049175;Single Family;2008-11-01;385800;0.886488970588235;541462;1;9300;864;2120;197;1060;98;1;2;8;1952;0;0;244000;236000;98118;0;QMSTPYNP9Z1X
8272;2006-05-30;514000;2624049194;Single Family;2006-05-01;400600;0.920496323529412;558394;1;5445;506;2110;196;930;86;1.75;3;7;1960;0;1;315000;170000;98118;0;QN5JC84BFFAN
8273;2006-06-27;375400;2624089022;Single Family;2006-06-01;404400;0.929227941176471;403991;1;11997;1115;1560;145;300;28;2.25;3;7;1988;0;0;132000;173000;98065;0;QNXGWOUOJOST
8274;2009-06-11;610000;2624089099;Single Family;2009-06-01;357100;0.820542279411765;743411;1;42708;3968;2640;245;0;0;2.5;4;8;1999;0;0;257000;312000;98045;0;QOBTT2HV6LWT
8277;2007-06-19;498500;2624089181;Single Family;2007-06-01;433200;0.995404411764706;500801;1;47250;4390;1790;166;570;53;2.75;4;7;1987;0;0;170000;163000;98045;0;QUELLEAI1ER7
8279;2007-04-25;840000;2624300100;Single Family;2007-04-01;430900;0.990119485294118;848382;1;27750;2578;3050;283;0;0;2.5;4;9;1980;0;0;406000;431000;98008;0;QW4IBGRPHDI1
8281;2006-06-06;600000;2625059114;Single Family;2006-06-01;404400;0.929227941176471;645697;2;26276;2441;2510;233;620;58;2;2;7;1959;0;0;502000;118000;98007;0;R0JJ3651C08Y
8283;2006-06-27;1440000;2625069014;Single Family;2006-06-01;404400;0.929227941176471;1549674;1;215039;19978;5250;488;0;0;5;4;11;1978;0;0;596000;673000;98074;0;R1RGOSP35XK1
8284;2007-05-04;639000;2625069023;Single Family;2007-05-01;432100;0.992876838235294;643584;1;427746;39739;1170;109;0;0;1;3;7;1973;0;2;198000;140000;98053;0;R2TH5R60F9QH
8285;2009-07-27;570000;2625069028;Single Family;2009-07-01;354400;0.814338235294118;699955;1;54619;5074;2450;228;0;0;2.5;4;9;1988;0;0;376000;313000;98074;0;R3OP5WO028DO
8286;2011-07-26;485000;2625079037;Single Family;2011-07-01;314100;0.721737132352941;671990;1;47916;4452;3105;288;0;0;3.5;4;9;2005;0;0;107000;501000;98014;0;RBLES6E14JIB
8287;2007-03-06;503675;2626059045;Single Family;2007-03-01;429600;0.987132352941177;510241;1;36396;3381;2130;198;810;75;1.75;3;7;1952;0;2;314000;162000;98052;0;RKUL00OZ1CJ3
8288;2012-12-03;1890000;2626069030;Single Family;2012-12-01;339400;0.779871323529412;2423477;1;223462;20760;7220;671;1000;93;5.75;4;12;2000;0;0;437000;1584000;98053;0;ROODCY3LS1GJ
8289;2010-06-30;188000;2634500050;Single Family;2010-06-01;345800;0.794577205882353;236604;1;7870;731;840;78;0;0;1;2;6;1949;0;2;138000;76000;98155;0;RP312HJ6I500
8290;2006-06-09;432000;2636900066;Single Family;2006-06-01;404400;0.929227941176471;464902;1;9742;905;2380;221;0;0;2;3;7;1950;1960;0;121300;184000;98155;0;RSAGVY4BIZ8Q
8291;2006-10-10;408000;2636900146;Single Family;2006-10-01;418300;0.961167279411765;424484;1;7503;697;2210;205;650;60;2;4;7;1943;0;0;163000;242000;98155;0;RUACWAAK98CF
8292;2006-02-09;412000;2641400060;Single Family;2006-02-01;387600;0.890625;462596;1;6719;624;2260;210;0;0;2.5;4;9;1995;0;0;131000;257000;98055;0;S6IAEH6QXRCF
8293;2009-06-16;335000;2641400430;Single Family;2009-06-01;357100;0.820542279411765;408267;1;10287;956;1720;160;0;0;2.25;3;8;1995;0;0;131000;195000;98055;0;S9CF0F9WMHJ7
8294;2011-04-27;235000;2641400590;Single Family;2011-04-01;318700;0.732306985294118;320904;1;6554;609;1800;167;0;0;2.5;4;8;1995;0;0;131000;201000;98055;0;SEBGEQ8D8QZJ
8295;2006-05-22;260000;2641800090;Single Family;2006-05-01;400600;0.920496323529412;282456;1;8575;797;1350;125;0;0;1;3;7;1957;0;0;77000;126000;98146;0;SHRYH8HGYIPN
8296;2006-09-28;415000;2644300005;Single Family;2006-09-01;414800;0.953125;435410;1;9075;843;1900;177;0;0;2.5;4;7;1988;0;2;146000;216000;98133;0;SI3RXFWBLAJS
8297;2007-10-29;400000;2644300005;Single Family;2007-10-01;431300;0.991038602941177;403617;1;9075;843;1900;177;0;0;2.5;4;7;1988;0;2;146000;216000;98133;0;SI9XW8ARY5NL
8299;2006-09-15;343000;2644300045;Single Family;2006-09-01;414800;0.953125;359869;1;8182;760;1530;142;0;0;1.5;4;7;1954;0;1;148000;197000;98133;0;SU3WRY3H9N2P
8300;2008-03-07;335000;2644900070;Single Family;2008-03-01;415100;0.953814338235294;351221;1;9730;904;1130;105;0;0;1.5;3;6;1947;0;0;164000;125000;98133;0;SUQAGTOARKLQ
8301;2006-11-13;399950;2644900110;Single Family;2006-11-01;421200;0.967830882352941;413244;1;10300;957;1530;142;0;0;1.75;3;7;1978;0;0;167000;202000;98133;0;SWTI34GFYYSD
8302;2006-03-15;310000;2644900180;Single Family;2006-03-01;392100;0.900965073529412;344075;1;9750;906;1400;130;0;0;1.5;3;7;1967;0;0;170000;142000;98133;0;SXXLDL5PDB0J
8303;2006-06-16;350000;2645500013;Single Family;2006-06-01;404400;0.929227941176471;376657;1;7284;677;1480;137;510;47;1;3;7;1963;0;0;153000;156000;98133;0;SY7A7P8O5RJR
8304;2008-04-18;294000;2648000066;Single Family;2008-04-01;411700;0.946001838235294;310782;1;10300;957;2610;242;940;87;2;4;7;1947;0;0;71000;101000;98002;0;T0D7A2MP1G25
8305;2006-10-10;263720;2648000071;Single Family;2006-10-01;418300;0.961167279411765;274375;1;10300;957;1420;132;0;0;1.75;4;7;1950;2001;0;71000;162000;98002;0;T2BBSCPBDXLP
8306;2006-08-01;160000;2648000110;Single Family;2006-08-01;411100;0.944623161764706;169380;1;6292;585;770;72;0;0;1;2;5;1948;0;0;65000;61000;98002;0;T2MRT679U8UR
8308;2007-10-02;435000;2651100070;Single Family;2007-10-01;431300;0.991038602941177;438933;1;7425;690;1220;113;0;0;1;3;7;1968;0;0;200000;153000;98034;0;TB8XDDAIY5IL
8309;2007-05-30;399950;2651100160;Single Family;2007-05-01;432100;0.992876838235294;402819;1;8755;813;1370;127;0;0;2;4;7;1969;0;1;180000;185000;98034;0;TFWA4F5FD19U
8310;2006-06-26;735000;2652500015;Single Family;2006-06-01;404400;0.929227941176471;790979;1;4500;418;1620;151;0;0;2.25;3;8;1926;0;1;348000;404000;98119;0;TX09WDDS6JLI
8311;2007-06-08;480000;2652500045;Single Family;2007-06-01;433200;0.995404411764706;482216;1;3600;334;730;68;0;0;1;2;7;1915;0;1;348000;81000;98119;0;TXLAN5IDR388
8312;2008-06-13;605000;2652500070;Single Family;2008-06-01;403200;0.926470588235294;653016;1;3600;334;1230;114;0;0;1.75;2;7;1925;0;1;342000;245000;98119;0;U0UIR7TBZX0K
8313;2006-08-25;569000;2652500190;Single Family;2006-08-01;411100;0.944623161764706;602357;1;3600;334;1980;184;970;90;2;4;7;1914;0;0;382000;232000;98119;0;UG99LFM5ON8T
8314;2006-10-25;985000;2652500300;Single Family;2006-10-01;418300;0.961167279411765;1024796;1;3200;297;2930;272;800;74;3.75;4;9;1925;0;0;353000;688000;98119;0;UH4V9O6TOJLB
8315;2006-06-30;729000;2652500740;Single Family;2006-06-01;404400;0.929227941176471;784522;1;4080;379;2190;203;390;36;2.25;4;8;1918;0;0;416000;405000;98119;0;UK7JSFL9TO1I
8316;2006-08-11;545000;2652501330;Single Family;2006-08-01;411100;0.944623161764706;576950;1;4800;446;2390;222;1000;93;2;4;7;1917;0;0;458000;159000;98109;0;UNPZ9JSHHF4Y
8317;2012-12-28;270000;2652501330;Single Family;2012-12-01;339400;0.779871323529412;346211;1;4800;446;2390;222;1000;93;2;4;7;1917;0;0;458000;159000;98109;0;UQGYGFVKY81H
8318;2006-01-03;390000;2652501470;Single Family;2006-01-01;383200;0.880514705882353;442923;1;3600;334;3240;301;1180;110;3;3;10;2008;0;0;382000;681000;98109;0;UZLKRREL2IV2
8319;2007-03-20;531000;2652501630;Single Family;2007-03-01;429600;0.987132352941177;537922;1;3600;334;1410;131;0;0;1.5;3;7;1906;0;2;301000;218000;98109;0;V1GGVPOMR6T0
8320;2006-06-23;869000;2652501860;Single Family;2006-06-01;404400;0.929227941176471;935185;1;3510;326;1530;142;0;0;1.5;3;8;1907;0;2;301000;403000;98119;0;V36LLI7XYLUC
8321;2006-06-23;560000;2652501915;Single Family;2006-06-01;404400;0.929227941176471;602651;1;3150;293;1360;126;0;0;1;3;7;1906;0;2;282000;254000;98119;0;V550NM8SYQED
8322;2009-06-16;1293000;2652501970;Single Family;2009-06-01;357100;0.820542279411765;1575787;1;4725;439;3580;333;1190;111;3.5;4;9;2008;0;2;365000;733000;98119;1;VDTKJXF2KSQO
8323;2012-06-20;1220000;2652501970;Single Family;2012-06-01;322000;0.739889705882353;1648894;1;4725;439;3580;333;1190;111;3.5;4;9;2008;0;2;365000;733000;98119;0;VGRV43TBGLYR
8324;2006-04-18;459000;2652502170;Single Family;2006-04-01;396500;0.911075367647059;503800;1;3600;334;2650;246;690;64;3.5;4;9;2007;0;0;382000;581000;98119;0;VJQ1DUYRSEMO
8325;2010-02-23;978000;2652502170;Single Family;2010-02-01;350900;0.806295955882353;1212954;1;3600;334;2650;246;690;64;3.5;4;9;2007;0;0;382000;581000;98119;0;VOVOA5XAJQ57
8326;2009-05-15;712500;2652502180;Single Family;2009-05-01;360700;0.828814338235294;859662;1;3600;334;2110;196;750;70;2.25;4;8;1908;0;0;382000;407000;98119;0;VYRUK1RPQABI
8327;2009-05-15;629500;2653000005;Single Family;2009-05-01;360700;0.828814338235294;759519;1;2750;255;2600;242;980;91;2.75;4;8;1936;0;2;247000;467000;98119;0;W2YLCIQBZLXS
8328;2008-04-04;270000;2658000215;Single Family;2008-04-01;411700;0.946001838235294;285412;1;4860;452;820;76;0;0;1;2;6;1955;0;0;97000;136000;98118;0;WESAD9MFF6Y9
8329;2015-05-14;215000;2658000245;Single Family;2015-05-01;435200;1;215000;1;6000;557;1130;105;0;0;1;3;7;1958;0;0;104000;118000;98118;0;WFVP2E51JJ5T
8330;2006-09-07;283600;2660500035;Single Family;2006-09-01;414800;0.953125;297548;1;4400;409;1900;177;840;78;2.5;2;6;1906;0;0;105000;314000;98118;0;WGHR6G1XG2R7
8331;2012-09-06;248000;2660500155;Single Family;2012-09-01;329600;0.757352941176471;327456;1;5500;511;1010;94;0;0;1.75;2;6;1911;1991;0;112000;143000;98118;0;WOLS7244WOHL
8333;2007-11-05;330000;2660500326;Single Family;2007-11-01;428400;0.984375;335238;1;5500;511;1050;98;0;0;1;2;6;1927;0;0;101000;243000;98118;0;WSL7AWWC6WHI
8334;2007-01-04;240000;2660500350;Single Family;2007-01-01;425600;0.977941176470588;245414;1;21896;2034;1880;175;620;58;1.75;3;7;1956;0;0;189000;81000;98118;0;WUUNF0JJ9BQ9
8337;2007-08-07;472000;2660500506;Single Family;2007-08-01;434600;0.998621323529412;472652;1;4116;382;2140;199;670;62;2.25;4;7;1909;0;0;105000;429000;98118;0;WYE60394DTHV
8338;2007-07-12;750000;2663000345;Single Family;2007-07-01;434200;0.997702205882353;751727;1;4200;390;2390;222;240;22;2.5;4;9;1924;0;0;599000;325000;98102;0;X10OQYX1S66W
8339;2008-01-23;417000;2672300070;Single Family;2008-01-01;421900;0.969439338235294;430146;1;8681;806;1760;164;0;0;1.75;3;8;1979;0;0;148000;254000;98155;0;X42CU2YQ2VPE
8340;2006-08-15;369950;2676500080;Single Family;2006-08-01;411100;0.944623161764706;391638;1;4237;394;2100;195;0;0;2.5;4;8;2006;0;0;115000;218000;98031;1;X5RNGU2J5S06
8341;2010-01-22;225000;2676500080;Single Family;2010-01-01;350800;0.806066176470588;279133;1;4237;394;2100;195;0;0;2.5;4;8;2006;0;0;115000;218000;98031;0;X7XWVR1XMEH4
8342;2006-04-24;406000;2676500140;Single Family;2006-04-01;396500;0.911075367647059;445627;1;9189;854;2460;229;0;0;3;4;8;2006;0;0;115000;243000;98031;1;XF2BEE0JH4KE
8343;2007-02-27;455000;2676500140;Single Family;2007-02-01;427800;0.982996323529412;462871;1;9189;854;2460;229;0;0;3;4;8;2006;0;0;115000;243000;98031;0;XHBBQHVUXI9I
8344;2006-05-15;349950;2676500150;Single Family;2006-05-01;400600;0.920496323529412;380175;1;4333;403;2100;195;0;0;2.5;4;8;2006;0;0;115000;218000;98031;0;XM7RZ9TFUTW5
8345;2006-06-08;369950;2676500180;Single Family;2006-06-01;404400;0.929227941176471;398126;1;5077;472;2180;203;0;0;2.5;4;8;2006;0;0;115000;224000;98031;1;XOULMG7ATQSV
8346;2006-05-18;349950;2676500190;Single Family;2006-05-01;400600;0.920496323529412;380175;1;4989;463;1890;176;0;0;2.5;3;8;2006;0;0;115000;205000;98031;1;XPRM5ER3JOHP
8347;2010-01-12;279950;2676500190;Single Family;2010-01-01;350800;0.806066176470588;347304;1;4989;463;1890;176;0;0;2.5;3;8;2006;0;0;115000;205000;98031;0;XUKLFPHA0MRP
8348;2006-04-03;349950;2676500220;Single Family;2006-04-01;396500;0.911075367647059;384107;1;7968;740;1770;164;0;0;2.5;4;8;2006;0;0;115000;238000;98031;0;Y15O1ZI6YB5H
8349;2006-05-25;330000;2678100025;Single Family;2006-05-01;400600;0.920496323529412;358502;1;6727;625;1240;115;0;0;1;2;7;1954;0;0;126000;193000;98155;0;Y8SG8FDSTAVY
8350;2008-06-09;650000;2680700170;Single Family;2008-06-01;403200;0.926470588235294;701587;1;8846;822;2440;227;970;90;2.5;4;8;1976;0;0;494000;204000;98033;0;YD8J6K5V1ZSP
8351;2007-07-19;550000;2680700270;Single Family;2007-07-01;434200;0.997702205882353;551267;1;9127;848;2100;195;0;0;1.75;4;8;1976;0;0;494000;206000;98033;0;YEITP3V7RCEA
8352;2008-08-22;565000;2680700270;Single Family;2008-08-01;397900;0.914292279411765;617964;1;9127;848;2100;195;0;0;1.75;4;8;1976;0;0;494000;206000;98033;0;YJAODU0K9N9D
8353;2007-05-23;680000;2680700280;Single Family;2007-05-01;432100;0.992876838235294;684879;1;8372;778;1790;166;450;42;1.75;4;8;1976;0;0;494000;149000;98033;0;YKYKM0P3QQTL
8354;2007-01-16;379950;2685600090;Single Family;2007-01-01;425600;0.977941176470588;388520;1;6969;647;1030;96;0;0;1.5;3;6;1921;0;0;112000;210000;98108;0;YMJ0SG8MIUIS
8358;2006-05-30;205000;2690600005;Single Family;2006-05-01;400600;0.920496323529412;222706;1;6141;571;1980;184;0;0;3;4;7;1920;2015;0;110000;313000;98118;0;YOJLN58Y80VD
8360;2010-02-22;599990;2695450200;Single Family;2010-02-01;350900;0.806295955882353;744131;1;7491;696;2780;258;0;0;2.75;4;8;2009;0;0;143000;549000;98034;1;YSMKYTERVIZO
8361;2007-08-31;392500;2695600030;Single Family;2007-08-01;434600;0.998621323529412;393042;1;4494;418;1190;111;0;0;1;3;7;1954;0;0;194000;200000;98126;0;YT3YO2C0FHVE
8362;2008-04-22;415000;2695600030;Single Family;2008-04-01;411700;0.946001838235294;438688;1;4494;418;1190;111;0;0;1;3;7;1954;0;0;194000;200000;98126;0;Z4U4SK04D2L0
8363;2006-06-26;453150;2695600065;Single Family;2006-06-01;404400;0.929227941176471;487663;1;7942;738;1770;164;600;56;1.75;3;7;1950;0;0;209000;235000;98126;0;Z6SUE7TQ8UBW
8364;2006-03-10;375000;2695600075;Single Family;2006-03-01;392100;0.900965073529412;416220;1;5225;485;1470;137;590;55;1.75;2;7;1948;0;0;201000;181000;98126;0;Z7TDRNSYA9BM
8365;2011-10-24;300000;2695600160;Single Family;2011-10-01;312000;0.716911764705882;418462;1;4488;417;2760;256;550;51;2.75;3;9;2013;0;0;194000;605000;98126;0;Z8GGG7DR2280
8366;2013-04-23;350000;2695600190;Single Family;2013-04-01;356000;0.818014705882353;427865;1;4264;396;940;87;0;0;1;2;7;1949;0;0;194000;209000;98126;0;ZDCLJXNXBTK0
8367;2009-04-29;390000;2695600455;Single Family;2009-04-01;365000;0.838694852941177;465008;1;5038;468;1160;108;420;39;1;2;7;1942;0;0;201000;189000;98126;0;ZDRHHTHE1SFI
8368;2010-03-29;385000;2695600490;Single Family;2010-03-01;350300;0.804917279411765;478310;1;4899;455;1500;139;750;70;1;3;7;1941;0;0;198000;202000;98126;0;ZEBNCH9TR61D
8369;2006-11-06;439950;2695600505;Single Family;2006-11-01;421200;0.967830882352941;454573;1;6388;593;1500;139;0;0;1;4;7;1951;0;0;206000;213000;98126;0;ZHMFR3K5WMSG
8370;2006-04-03;357500;2695600510;Single Family;2006-04-01;396500;0.911075367647059;392393;1;5416;503;980;91;0;0;1;3;7;1951;0;0;201000;138000;98126;0;ZIFUAJ4LIN81
8371;2006-07-13;397000;2697100010;Single Family;2006-07-01;407700;0.936810661764706;423778;1;8398;780;2700;251;1020;95;2.25;5;7;1962;0;1;160000;238000;98133;0;ZIPHQYRZ8F1N
8372;2015-05-13;165000;2698200010;Single Family;2015-05-01;435200;1;165000;1;7334;681;1380;128;400;37;1;3;7;1981;0;0;95000;143000;98055;0;ZLH1X3OQ9ZNM
8373;2006-02-07;315000;2698200050;Single Family;2006-02-01;387600;0.890625;353684;1;10903;1013;1410;131;480;45;1.75;3;7;1981;0;0;95000;144000;98055;0;ZNJN7UWCJF1I
8374;2007-11-20;535600;2708100290;Single Family;2007-11-01;428400;0.984375;544102;1;4080;379;1230;114;0;0;1;2;8;1911;0;0;266000;369000;98103;0;ZRJPU28UZUXU
8375;2010-03-18;365000;2708100440;Single Family;2010-03-01;350300;0.804917279411765;453463;1;4000;372;1370;127;310;29;1.75;3;7;1909;0;0;266000;245000;98103;0;ZS825P8X3BR8
8376;2009-10-12;514950;2708100515;Single Family;2009-10-01;351200;0.806985294117647;638116;1;3000;279;1880;175;310;29;2.25;3;8;1906;2008;0;230000;479000;98103;0;ZYJTLT4T13WO
8381;2009-01-26;405000;2710600045;Single Family;2009-01-01;378200;0.869025735294118;466039;1;4708;437;1550;144;690;64;1.75;3;7;1949;0;1;284000;206000;98115;1;00FC30M41U9X
8382;2006-08-28;411000;2710600070;Single Family;2006-08-01;411100;0.944623161764706;435094;1;5671;527;1050;98;200;19;1;2;7;1949;0;0;338000;115000;98115;0;03HWK80EXDW9
8383;2010-06-16;438000;2710600080;Single Family;2010-06-01;345800;0.794577205882353;551237;1;6099;567;1720;160;860;80;2;4;7;1949;0;0;340000;229000;98115;0;03VX6PD8CRJ7
8384;2006-04-17;390500;2710600125;Single Family;2006-04-01;396500;0.911075367647059;428614;1;5883;547;880;82;0;0;1;2;7;1949;0;0;338000;111000;98115;0;082I5VIWXZ0E
8386;2006-07-05;450000;2716600225;Single Family;2006-07-01;407700;0.936810661764706;480353;1;3600;334;770;72;0;0;1;2;6;1930;0;0;216000;188000;98136;0;0G0VJO0TKJAH
8387;2006-08-29;665000;2716600265;Single Family;2006-08-01;411100;0.944623161764706;703984;1;8191;761;2580;240;1290;120;1.75;4;8;1952;0;0;289000;398000;98136;0;0N646IFYO6KP
8388;2006-04-26;495000;2717500100;Single Family;2006-04-01;396500;0.911075367647059;543314;1;7349;683;2100;195;0;0;2.5;4;8;1993;0;0;171000;333000;98072;0;0SFS1LP5FSR2
8389;2008-03-18;350000;2719100005;Townhouse;2008-03-01;415100;0.953814338235294;366948;1;1278;119;1280;119;220;20;1.5;3;7;2007;0;0;108000;229000;98136;1;0UC5H3ZIO6W7
8390;2008-03-27;375000;2719100009;Townhouse;2008-03-01;415100;0.953814338235294;393158;1;1686;157;1480;137;240;22;1.5;3;7;2007;0;0;108000;235000;98136;1;0UNMPHBUXYW7
8391;2007-12-27;379500;2719100011;Townhouse;2007-12-01;425200;0.977022058823529;388425;1;1132;105;1570;146;250;23;1.5;3;7;2007;0;0;96000;233000;98136;1;0V7UYVT5ECPY
8392;2008-03-11;379500;2719100013;Townhouse;2008-03-01;415100;0.953814338235294;397876;1;1349;125;1480;137;240;22;1.5;2;7;2007;0;0;108000;235000;98136;1;0ZQK7319GJTC
8393;2012-08-27;415000;2719100030;Townhouse;2012-08-01;327500;0.752527573529412;551475;1;1187;110;1550;144;550;51;2;3;8;2013;0;0;120000;346000;98136;0;1045VPT2HLCG
8394;2007-01-08;650000;2719100035;Townhouse;2007-01-01;425600;0.977941176470588;664662;1;1562;145;1900;177;470;44;3.5;3;8;2008;0;0;134000;329000;98136;0;12XLMP2QDFLU
8396;2007-07-30;625000;2719100040;Townhouse;2007-07-01;434200;0.997702205882353;626439;1;1514;141;1780;165;410;38;2;3;9;2012;0;0;134000;397000;98136;0;13WAJBAV3D57
8397;2013-02-12;419000;2719100042;Townhouse;2013-02-01;347000;0.797334558823529;525501;1;1599;149;1890;176;460;43;2;3;9;2012;0;0;134000;390000;98136;1;1DZ6K12ADUO0
8399;2012-10-23;338500;2719100135;Single Family;2012-10-01;332400;0.763786764705882;443187;1;5900;548;900;84;140;13;1.75;3;7;1926;0;0;231000;174000;98136;0;1FW6N9325ZK3
8400;2012-05-09;190000;2719100145;Single Family;2012-05-01;318000;0.730698529411765;260025;1;5900;548;3090;287;810;75;2.5;4;10;2013;0;0;201000;725000;98136;0;1OIABNM0HFC1
8401;2011-06-20;490450;2719100320;Single Family;2011-06-01;315500;0.724954044117647;676526;1;5900;548;2180;203;990;92;2;3;8;1942;0;0;272000;271000;98136;0;1USJ5E8PT8VL
8402;2008-04-28;559000;2719100330;Single Family;2008-04-01;411700;0.946001838235294;590908;1;6314;587;1800;167;900;84;2.25;3;7;1948;0;0;278000;282000;98136;0;1XT52BJ6NN13
8403;2006-02-16;310000;2720069019;Single Family;2006-02-01;387600;0.890625;348070;1;98445;9146;1120;104;0;0;1.75;3;7;1917;0;0;146000;125000;98022;0;1XWN2GNFEX1M
8404;2014-11-03;316000;2720069019;Single Family;2014-11-01;410700;0.943704044117647;334851;1;98445;9146;1120;104;0;0;1.75;3;7;1917;0;0;146000;125000;98022;0;22G8X42I9WRJ
8405;2006-03-07;270000;2721049046;Single Family;2006-03-01;392100;0.900965073529412;299679;1;31798;2954;2890;268;1106;103;4.25;4;7;1926;0;0;90000;272000;98001;0;24U4FACFIFDC
8406;2006-09-14;459950;2721049046;Single Family;2006-09-01;414800;0.953125;482570;1;31798;2954;2890;268;1106;103;4.25;4;7;1926;0;0;90000;272000;98001;0;2AWZZQL8XWB6
8407;2008-01-24;345000;2721049046;Single Family;2008-01-01;421900;0.969439338235294;355876;1;31798;2954;2890;268;1106;103;4.25;4;7;1926;0;0;90000;272000;98001;0;2G9WM72V446F
8408;2010-07-28;298450;2721049046;Single Family;2010-07-01;342800;0.787683823529412;378896;1;31798;2954;2890;268;1106;103;4.25;4;7;1926;0;0;90000;272000;98001;0;2PNQPW1MO0W6
8409;2007-06-12;300000;2721059162;Single Family;2007-06-01;433200;0.995404411764706;301385;1;27442;2549;2170;202;0;0;2.5;4;7;1962;0;0;90000;170000;98092;0;2R3ZVZSLBBZB
8410;2008-12-04;280000;2721059162;Single Family;2008-12-01;381600;0.876838235294118;319329;1;27442;2549;2170;202;0;0;2.5;4;7;1962;0;0;90000;170000;98092;1;30LH9F13AP56
8411;2006-02-08;188500;2721059168;Single Family;2006-02-01;387600;0.890625;211649;1;8276;769;1000;93;0;0;1;3;7;1961;0;2;62000;144000;98092;0;31REL18J1JV7
8412;2006-06-26;245700;2721059168;Single Family;2006-06-01;404400;0.929227941176471;264413;1;8276;769;1000;93;0;0;1;3;7;1961;0;2;62000;144000;98092;0;33BV47ZYXM72
8413;2013-10-03;182600;2721059168;Single Family;2013-10-01;380400;0.874080882352941;208905;1;8276;769;1000;93;0;0;1;3;7;1961;0;2;62000;144000;98092;0;38QDSX5IPKS6
8414;2006-07-13;479990;2721059181;Single Family;2006-07-01;407700;0.936810661764706;512366;1;65340;6070;2280;212;0;0;2.5;3;8;1979;0;0;114000;274000;98092;0;3K3L74YH5W3I
8415;2009-10-27;885000;2721600125;Single Family;2009-10-01;351200;0.806985294117647;1096674;1;5618;522;3770;350;1550;144;2.75;5;8;1923;0;2;482000;611000;98109;0;3TFQ1MZUZO46
8416;2006-05-23;333150;2722049106;Single Family;2006-05-01;400600;0.920496323529412;361924;1;47044;4371;1340;124;0;0;1.75;3;7;1980;0;2;110000;154000;98032;0;3UFA0DON4OJB
8417;2006-12-07;249600;2722049179;Single Family;2006-12-01;423400;0.972886029411765;256556;1;7840;728;1100;102;0;0;1;3;7;1967;0;2;73000;96000;98032;0;3WZAS6V10BUQ
8418;2011-01-18;195000;2722049218;Single Family;2011-01-01;328100;0.75390625;258653;1;12000;1115;2250;209;0;0;2.5;4;8;1985;0;0;86000;196000;98032;0;3ZUWZHJBI665
8419;2007-06-12;270000;2722049238;Single Family;2007-06-01;433200;0.995404411764706;271247;1;24541;2280;1360;126;400;37;1;2;7;1947;2005;0;110000;156000;98032;0;40TOSD1TIUGC
8420;2006-12-08;789500;2722059075;Single Family;2006-12-01;423400;0.972886029411765;811503;1;31314;2909;2720;253;0;0;2.75;3;8;1986;0;0;246000;386000;98042;0;40YIGYS51ZVW
8421;2013-12-03;450000;2722059075;Single Family;2013-12-01;385000;0.884650735294118;508675;1;31314;2909;2720;253;0;0;2.75;3;8;1986;0;0;246000;386000;98042;0;465Z144DP6AI
8422;2006-08-25;700000;2722059087;Single Family;2006-08-01;411100;0.944623161764706;741036;1;13587;1262;2260;210;810;75;3;3;7;1923;1991;0;216000;290000;98042;0;46RWL5KS22PA
8423;2010-05-19;300000;2722059096;Single Family;2010-05-01;347800;0.799172794117647;375388;1;8138;756;2580;240;0;0;2.5;3;8;2001;0;0;155000;170000;98042;0;4DS1QEX1R85C
8424;2010-01-12;269900;2722059141;Single Family;2010-01-01;350800;0.806066176470588;334836;1;19602;1821;2370;220;0;0;1.5;2;8;1957;0;2;136000;149000;98042;0;4J3BWQTQ83K3
8426;2007-08-28;343500;2722059231;Single Family;2007-08-01;434600;0.998621323529412;343974;1;9535;886;2200;204;700;65;2.5;4;7;1969;0;0;126000;166000;98042;0;4RNLUX4O57DT
8429;2006-10-18;390000;2723069023;Single Family;2006-10-01;418300;0.961167279411765;405757;1;36376;3379;1730;161;0;0;1.75;3;7;1981;0;1;122000;199000;98038;0;4SQHHJDWI19T
